journey,current_station,destination_station,stops_remaining,remaining_minutes,sample_count
WAT2WEY,MBK,CHR,9,27.0,7
WAT2WEY,MBK,DCH,18,78.0,9
WAT2WEY,MBK,HAM,15,49.0,9
WAT2WEY,MBK,HNA,8,23.0,7
WAT2WEY,MBK,HOL,14,53.0,5
WAT2WEY,MBK,MTN,17,71.0,7
WAT2WEY,MBK,NWM,7,20.0,7
WAT2WEY,MBK,PKS,13,39.5,8
WAT2WEY,MBK,POK,10,30.0,7
WAT2WEY,MBK,POO,14,44.0,9
WAT2WEY,MBK,RDB,1,2.0,9
WAT2WEY,MBK,SWY,6,18.0,7
WAT2WEY,MBK,TTN,2,3.5,8
WAT2WEY,MBK,UPW,19,87.0,7
WAT2WEY,MBK,WEY,20,91.0,9
WAT2WEY,MBK,WOO,17,64.0,9
WAT2WEY,MBK,WRM,16,57.0,9
WAT2WEY,MIC,ANF,9,38.0,4
WAT2WEY,MIC,BCU,6,47.0,168
WAT2WEY,MIC,BEU,10,40.5,4
WAT2WEY,MIC,BMH,12,74.0,173
WAT2WEY,MIC,BSM,13,80.0,164
WAT2WEY,MIC,CHR,10,66.0,151
WAT2WEY,MIC,DCH,20,119.0,173
WAT2WEY,MIC,ESL,2,17.0,161
WAT2WEY,MIC,HAM,16,92.0,173
WAT2WEY,MIC,HNA,9,61.0,142
WAT2WEY,MIC,HOL,12,84.0,17
WAT2WEY,MIC,MBK,8,28.0,2
WAT2WEY,MIC,MTN,19,112.0,163
WAT2WEY,MIC,NWM,8,57.0,153
WAT2WEY,MIC,PKS,14,83.0,164
WAT2WEY,MIC,POK,11,70.0,151
WAT2WEY,MIC,POO,15,87.0,173
WAT2WEY,MIC,RDB,9,30.0,2
WAT2WEY,MIC,SDN,6,19.0,3
WAT2WEY,MIC,SHW,2,10.0,11
WAT2WEY,MIC,SOA,3,21.0,173
WAT2WEY,MIC,SOU,4,29.0,173
WAT2WEY,MIC,SWG,5,17.0,3
WAT2WEY,MIC,SWY,7,52.0,142
WAT2WEY,MIC,TTN,5,36.0,143
WAT2WEY,MIC,UPW,21,126.0,163
WAT2WEY,MIC,WEY,22,131.0,173
WAT2WEY,MIC,WIN,1,8.0,173
WAT2WEY,MIC,WOO,18,105.0,171
WAT2WEY,MIC,WRM,17,99.0,173
WAT2WEY,MTN,DCH,1,7.0,20539
WAT2WEY,MTN,UPW,2,15.0,20515
WAT2WEY,MTN,WEY,3,21.0,20540
WAT2WEY,MTN,WOO,4,21.0,1
WAT2WEY,NWM,BMH,3,15.0,12586
WAT2WEY,NWM,BSM,5,23.0,4297
WAT2WEY,NWM,CHR,1,7.0,10645
WAT2WEY,NWM,DCH,10,63.0,12633
WAT2WEY,NWM,HAM,5,34.0,12633
WAT2WEY,NWM,HNA,1,5.0,2342
WAT2WEY,NWM,HOL,6,39.0,9186
WAT2WEY,NWM,MTN,9,56.0,12539
WAT2WEY,NWM,NWM,1,1.0,1
WAT2WEY,NWM,PKS,6,26.0,4297
WAT2WEY,NWM,POK,2,11.0,10629
WAT2WEY,NWM,POO,4,28.0,12632
WAT2WEY,NWM,UPW,11,70.0,12540
WAT2WEY,NWM,WEY,12,77.0,12633
WAT2WEY,NWM,WOO,8,49.0,12572
WAT2WEY,NWM,WRM,7,42.0,12633
WAT2WEY,PKS,DCH,6,36.0,23215
WAT2WEY,PKS,HAM,2,9.0,23215
WAT2WEY,PKS,HOL,3,14.0,4876
WAT2WEY,PKS,MTN,5,30.0,12005
WAT2WEY,PKS,POO,1,4.0,23216
WAT2WEY,PKS,UPW,7,44.0,12073
WAT2WEY,PKS,WEY,8,48.0,23215
WAT2WEY,PKS,WOO,4,23.0,16718
WAT2WEY,PKS,WRM,3,16.0,23215
WAT2WEY,POK,BMH,1,4.0,10592
WAT2WEY,POK,BSM,2,11.0,2291
WAT2WEY,POK,DCH,8,52.0,10627
WAT2WEY,POK,HAM,3,23.0,10627
WAT2WEY,POK,HOL,4,27.0,9182
WAT2WEY,POK,MTN,7,45.0,10542
WAT2WEY,POK,PKS,3,14.0,2291
WAT2WEY,POK,POK,1,1.0,1
WAT2WEY,POK,POO,2,17.0,10626
WAT2WEY,POK,UPW,9,59.0,10544
WAT2WEY,POK,WEY,10,66.0,10627
WAT2WEY,POK,WOO,6,38.0,10569
WAT2WEY,POK,WRM,5,31.0,10627
WAT2WEY,POO,DCH,5,33.0,31752
WAT2WEY,POO,HAM,1,5.0,31752
WAT2WEY,POO,HOL,2,10.0,13247
WAT2WEY,POO,MTN,5,27.0,20540
WAT2WEY,POO,POO,1,2.0,1
WAT2WEY,POO,UPW,7,42.0,20608
WAT2WEY,POO,WEY,7,45.0,31752
WAT2WEY,POO,WOO,4,20.0,25254
WAT2WEY,POO,WRM,2,12.0,31752
WAT2WEY,PTR,BCU,4,69.0,2
WAT2WEY,PTR,BMH,6,87.0,2
WAT2WEY,PTR,BSM,7,96.5,2
WAT2WEY,PTR,DCH,14,136.0,2
WAT2WEY,PTR,FRM,2,29.0,2
WAT2WEY,PTR,HAM,10,108.5,2
WAT2WEY,PTR,HAV,1,14.0,2
WAT2WEY,PTR,MTN,13,128.5,2
WAT2WEY,PTR,NWM,5,76.0,2
WAT2WEY,PTR,PKS,8,99.5,2
WAT2WEY,PTR,POO,9,102.5,2
WAT2WEY,PTR,SOU,3,53.0,2
WAT2WEY,PTR,UPW,15,144.0,2
WAT2WEY,PTR,WEY,16,148.0,2
WAT2WEY,PTR,WOO,12,121.5,2
WAT2WEY,PTR,WRM,11,114.5,2
WAT2WEY,RDB,ANF,2,5.0,11
WAT2WEY,RDB,BCU,4,10.0,13
WAT2WEY,RDB,BEU,3,6.0,11
WAT2WEY,RDB,BMH,10,29.0,13
WAT2WEY,RDB,BSM,11,35.5,12
WAT2WEY,RDB,CHR,8,25.0,11
WAT2WEY,RDB,DCH,18,79.0,13
WAT2WEY,RDB,HAM,14,48.0,13
WAT2WEY,RDB,HNA,7,22.0,11
WAT2WEY,RDB,HOL,14,50.5,6
WAT2WEY,RDB,MTN,17,74.0,11
WAT2WEY,RDB,NWM,6,20.0,11
WAT2WEY,RDB,PKS,12,38.5,12
WAT2WEY,RDB,POK,9,29.0,11
WAT2WEY,RDB,POO,13,42.0,13
WAT2WEY,RDB,SWY,5,18.0,11
WAT2WEY,RDB,TTN,1,1.0,12
WAT2WEY,RDB,UPW,19,88.0,11
WAT2WEY,RDB,WEY,20,93.0,13
WAT2WEY,RDB,WOO,16,63.0,13
WAT2WEY,RDB,WRM,15,55.0,13
WAT2WEY,SDN,ANF,4,16.0,7
WAT2WEY,SDN,BCU,3,22.0,17
WAT2WEY,SDN,BEU,5,20.0,7
WAT2WEY,SDN,BMH,9,46.5,18
WAT2WEY,SDN,BSM,10,55.0,17
WAT2WEY,SDN,CHR,9,41.0,12
WAT2WEY,SDN,DCH,18,94.0,18
WAT2WEY,SDN,HAM,13,65.5,18
WAT2WEY,SDN,HNA,8,37.0,11
WAT2WEY,SDN,HOL,14,69.0,7
WAT2WEY,SDN,MBK,2,8.0,4
WAT2WEY,SDN,MTN,18,89.0,14
WAT2WEY,SDN,NWM,7,31.5,12
WAT2WEY,SDN,PKS,11,58.0,17
WAT2WEY,SDN,POK,10,45.0,12
WAT2WEY,SDN,POO,12,60.0,18
WAT2WEY,SDN,RDB,3,9.0,5
WAT2WEY,SDN,SOU,1,4.0,18
WAT2WEY,SDN,SWY,6,28.0,11
WAT2WEY,SDN,TTN,2,11.0,11
WAT2WEY,SDN,UPW,20,103.0,14
WAT2WEY,SDN,WEY,20,107.0,18
WAT2WEY,SDN,WOO,17,82.0,15
WAT2WEY,SDN,WRM,15,73.5,18
WAT2WEY,SHW,ANF,5,29.0,910
WAT2WEY,SHW,BCU,5,36.5,1838
WAT2WEY,SHW,BEU,6,33.0,910
WAT2WEY,SHW,BMH,11,64.0,1834
WAT2WEY,SHW,BSM,12,71.0,1836
WAT2WEY,SHW,CHR,11,56.0,1823
WAT2WEY,SHW,DCH,20,111.0,1840
WAT2WEY,SHW,ESL,1,6.0,1836
WAT2WEY,SHW,FRM,3,29.0,1
WAT2WEY,SHW,HAM,15,83.0,1840
WAT2WEY,SHW,HAV,3,18.0,4
WAT2WEY,SHW,HNA,10,52.0,1819
WAT2WEY,SHW,HOL,16,85.0,949
WAT2WEY,SHW,MBK,6,19.0,4
WAT2WEY,SHW,MTN,20,105.0,1829
WAT2WEY,SHW,NWM,9,47.0,1823
WAT2WEY,SHW,PKS,13,74.0,1836
WAT2WEY,SHW,POK,12,60.0,1823
WAT2WEY,SHW,POO,14,77.0,1840
WAT2WEY,SHW,RDB,7,22.0,7
WAT2WEY,SHW,SDN,4,13.0,11
WAT2WEY,SHW,SOA,2,10.0,1840
WAT2WEY,SHW,SOU,3,18.0,1838
WAT2WEY,SHW,SWG,3,12.0,12
WAT2WEY,SHW,SWY,8,43.0,1819
WAT2WEY,SHW,TTN,4,25.0,1819
WAT2WEY,SHW,UPW,22,119.0,1830
WAT2WEY,SHW,WEY,22,124.0,1840
WAT2WEY,SHW,WOO,18,98.0,1836
WAT2WEY,SHW,WRM,17,91.0,1840
WAT2WEY,SNS,BCU,9,115.0,3
WAT2WEY,SNS,BMH,15,142.0,3
WAT2WEY,SNS,BSK,2,57.0,3
WAT2WEY,SNS,BSM,16,148.0,3
WAT2WEY,SNS,CHR,13,134.0,3
WAT2WEY,SNS,DCH,23,187.0,3
WAT2WEY,SNS,ESL,5,85.0,3
WAT2WEY,SNS,HAM,19,160.0,3
WAT2WEY,SNS,HNA,12,129.0,3
WAT2WEY,SNS,MIC,3,68.0,3
WAT2WEY,SNS,MTN,22,180.0,3
WAT2WEY,SNS,NWM,11,125.0,3
WAT2WEY,SNS,PKS,17,151.0,3
WAT2WEY,SNS,POK,14,138.0,3
WAT2WEY,SNS,POO,18,155.0,3
WAT2WEY,SNS,SOA,6,89.0,3
WAT2WEY,SNS,SOU,7,97.0,3
WAT2WEY,SNS,SWY,10,120.0,3
WAT2WEY,SNS,TTN,8,104.0,3
WAT2WEY,SNS,UPW,24,194.0,3
WAT2WEY,SNS,WEY,25,199.0,3
WAT2WEY,SNS,WIN,4,76.0,3
WAT2WEY,SNS,WOK,1,22.0,3
WAT2WEY,SNS,WOO,21,173.0,3
WAT2WEY,SNS,WRM,20,167.0,3
WAT2WEY,SOA,ANF,3,20.0,1181
WAT2WEY,SOA,BCU,2,24.0,27337
WAT2WEY,SOA,BEU,4,24.0,967
WAT2WEY,SOA,BMH,3,41.0,30572
WAT2WEY,SOA,BSM,4,48.0,22498
WAT2WEY,SOA,CHR,4,40.0,10298
WAT2WEY,SOA,DCH,11,89.0,30701
WAT2WEY,SOA,FRM,2,25.0,2
WAT2WEY,SOA,HAM,7,62.0,30701
WAT2WEY,SOA,HAV,1,17.0,27
WAT2WEY,SOA,HNA,6,40.0,2322
WAT2WEY,SOA,HOL,9,70.0,12940
WAT2WEY,SOA,MBK,3,12.0,9
WAT2WEY,SOA,MTN,12,88.0,19560
WAT2WEY,SOA,NWM,3,32.0,11672
WAT2WEY,SOA,PKS,5,51.0,22499
WAT2WEY,SOA,POK,5,44.0,10279
WAT2WEY,SOA,POO,6,56.0,30701
WAT2WEY,SOA,RDB,3,14.0,13
WAT2WEY,SOA,SDN,2,4.0,18
WAT2WEY,SOA,SOA,1,2.0,1
WAT2WEY,SOA,SOU,1,8.0,30631
WAT2WEY,SOA,SWG,1,3.0,22
WAT2WEY,SOA,SWY,4,31.0,2318
WAT2WEY,SOA,TTN,2,15.0,2816
WAT2WEY,SOA,UPW,14,102.0,19628
WAT2WEY,SOA,WEY,13,102.0,30701
WAT2WEY,SOA,WOO,10,77.0,24274
WAT2WEY,SOA,WRM,8,68.0,30701
WAT2WEY,SOU,ANF,2,12.0,1195
WAT2WEY,SOU,BCU,1,16.0,28387
WAT2WEY,SOU,BEU,3,16.0,969
WAT2WEY,SOU,BMH,2,33.0,31610
WAT2WEY,SOU,BSM,3,40.0,23214
WAT2WEY,SOU,CHR,3,31.0,10648
WAT2WEY,SOU,DCH,10,81.0,31752
WAT2WEY,SOU,FRM,2,16.0,1
WAT2WEY,SOU,HAM,6,54.0,31752
WAT2WEY,SOU,HAV,1,6.5,2
WAT2WEY,SOU,HNA,5,32.0,2348
WAT2WEY,SOU,HOL,8,62.0,13248
WAT2WEY,SOU,MBK,1,5.0,9
WAT2WEY,SOU,MTN,11,79.0,20541
WAT2WEY,SOU,NWM,2,24.0,12635
WAT2WEY,SOU,PKS,4,43.0,23215
WAT2WEY,SOU,POK,4,35.0,10629
WAT2WEY,SOU,POO,5,48.0,31752
WAT2WEY,SOU,RDB,2,5.0,13
WAT2WEY,SOU,SOU,1,3.0,1
WAT2WEY,SOU,SWY,3,23.0,2344
WAT2WEY,SOU,TTN,1,7.0,2842
WAT2WEY,SOU,UPW,13,93.0,20609
WAT2WEY,SOU,WEY,12,94.0,31752
WAT2WEY,SOU,WOO,9,69.0,25255
WAT2WEY,SOU,WRM,7,61.0,31752
WAT2WEY,SUR,BCU,9,91.0,141
WAT2WEY,SUR,BFN,5,7.0,1
WAT2WEY,SUR,BKO,8,11.0,1
WAT2WEY,SUR,BMH,15,118.0,141
WAT2WEY,SUR,BSK,2,32.0,134
WAT2WEY,SUR,BSM,16,124.0,141
WAT2WEY,SUR,CHR,13,110.0,135
WAT2WEY,SUR,DCH,23,163.0,141
WAT2WEY,SUR,ESH,1,2.0,1
WAT2WEY,SUR,ESL,5,60.0,131
WAT2WEY,SUR,FLE,10,18.0,1
WAT2WEY,SUR,FNB,6,19.5,2
WAT2WEY,SUR,FRM,3,84.0,5
WAT2WEY,SUR,GLD,1,26.0,6
WAT2WEY,SUR,HAM,19,136.0,141
WAT2WEY,SUR,HAV,2,71.0,5
WAT2WEY,SUR,HER,2,3.0,1
WAT2WEY,SUR,HNA,12,105.0,135
WAT2WEY,SUR,HOK,12,23.0,1
WAT2WEY,SUR,HOL,20,138.0,7
WAT2WEY,SUR,MIC,3,44.0,126
WAT2WEY,SUR,MTN,22,156.0,138
WAT2WEY,SUR,NWM,11,101.0,135
WAT2WEY,SUR,PKS,17,127.0,141
WAT2WEY,SUR,POK,14,114.0,135
WAT2WEY,SUR,POO,18,131.0,141
WAT2WEY,SUR,SHW,4,53.0,4
WAT2WEY,SUR,SOA,6,64.0,136
WAT2WEY,SUR,SOU,7,73.0,140
WAT2WEY,SUR,SWY,10,96.0,135
WAT2WEY,SUR,TTN,8,80.0,135
WAT2WEY,SUR,UPW,24,170.0,138
WAT2WEY,SUR,WAL,3,4.0,1
WAT2WEY,SUR,WBY,6,8.0,1
WAT2WEY,SUR,WEY,25,175.0,141
WAT2WEY,SUR,WIN,4,51.0,136
WAT2WEY,SUR,WNF,11,20.0,1
WAT2WEY,SUR,WOK,1,12.0,137
WAT2WEY,SUR,WOO,21,149.0,139
WAT2WEY,SUR,WRM,20,143.0,141
WAT2WEY,SUR,WYB,4,6.0,1
WAT2WEY,SWG,ANF,4,17.0,9
WAT2WEY,SWG,BCU,4,23.0,22
WAT2WEY,SWG,BEU,6,21.0,8
WAT2WEY,SWG,BMH,10,46.0,22
WAT2WEY,SWG,BSM,11,52.5,20
WAT2WEY,SWG,CHR,10,43.0,14
WAT2WEY,SWG,DCH,18,94.0,22
WAT2WEY,SWG,HAM,14,64.5,22
WAT2WEY,SWG,HNA,9,40.5,12
WAT2WEY,SWG,HOL,15,70.0,7
WAT2WEY,SWG,MBK,3,9.0,5
WAT2WEY,SWG,MTN,18,90.0,18
WAT2WEY,SWG,NWM,8,33.5,14
WAT2WEY,SWG,PKS,12,55.5,20
WAT2WEY,SWG,POK,11,47.0,14
WAT2WEY,SWG,POO,13,59.5,22
WAT2WEY,SWG,RDB,4,10.5,6
WAT2WEY,SWG,SDN,1,1.0,16
WAT2WEY,SWG,SOU,2,5.0,22
WAT2WEY,SWG,SWY,7,31.5,12
WAT2WEY,SWG,TTN,3,12.0,13
WAT2WEY,SWG,UPW,20,104.0,18
WAT2WEY,SWG,WEY,20,107.0,22
WAT2WEY,SWG,WOO,17,83.0,19
WAT2WEY,SWG,WRM,16,73.5,22
WAT2WEY,SWY,BMH,5,21.0,2336
WAT2WEY,SWY,BSM,6,28.0,2235
WAT2WEY,SWY,CHR,3,13.0,2338
WAT2WEY,SWY,DCH,13,68.0,2343
WAT2WEY,SWY,HAM,9,40.0,2343
WAT2WEY,SWY,HNA,2,9.0,2340
WAT2WEY,SWY,HOL,10,44.0,1067
WAT2WEY,SWY,MTN,12,61.0,2257
WAT2WEY,SWY,NWM,1,4.0,2339
WAT2WEY,SWY,PKS,7,31.0,2235
WAT2WEY,SWY,POK,4,17.0,2337
WAT2WEY,SWY,POO,8,34.0,2343
WAT2WEY,SWY,UPW,14,75.0,2259
WAT2WEY,SWY,WEY,15,80.0,2343
WAT2WEY,SWY,WOO,11,54.0,2281
WAT2WEY,SWY,WRM,10,47.0,2343
WAT2WEY,TTN,ANF,1,5.0,1190
WAT2WEY,TTN,BCU,1,11.0,2842
WAT2WEY,TTN,BEU,2,9.0,967
WAT2WEY,TTN,BMH,7,38.0,2834
WAT2WEY,TTN,BSM,8,44.0,2584
WAT2WEY,TTN,CHR,5,30.0,2475
WAT2WEY,TTN,DCH,16,85.0,2842
WAT2WEY,TTN,HAM,11,56.0,2842
WAT2WEY,TTN,HNA,4,25.0,2264
WAT2WEY,TTN,HOL,12,60.0,1215
WAT2WEY,TTN,MTN,15,78.0,2746
WAT2WEY,TTN,NWM,3,21.0,2477
WAT2WEY,TTN,PKS,9,47.0,2584
WAT2WEY,TTN,POK,6,34.0,2470
WAT2WEY,TTN,POO,10,50.0,2842
WAT2WEY,TTN,SWY,2,16.0,2266
WAT2WEY,TTN,UPW,17,92.0,2751
WAT2WEY,TTN,WEY,18,97.0,2842
WAT2WEY,TTN,WOO,14,71.0,2771
WAT2WEY,TTN,WRM,13,64.0,2842
WAT2WEY,UPW,WEY,1,5.0,20608
WAT2WEY,UPW,WOO,2,6.0,1
WAT2WEY,VIR,BCU,6,91.0,1
WAT2WEY,VIR,BMH,8,109.0,1
WAT2WEY,VIR,BSK,2,41.0,1
WAT2WEY,VIR,BSM,9,118.0,1
WAT2WEY,VIR,DCH,16,158.0,1
WAT2WEY,VIR,HAM,12,130.0,1
WAT2WEY,VIR,MTN,15,150.0,1
WAT2WEY,VIR,NWM,7,98.0,1
WAT2WEY,VIR,PKS,10,121.0,1
WAT2WEY,VIR,POO,11,125.0,1
WAT2WEY,VIR,SOA,4,67.0,1
WAT2WEY,VIR,SOU,5,75.0,1
WAT2WEY,VIR,UPW,17,165.0,1
WAT2WEY,VIR,WEY,18,170.0,1
WAT2WEY,VIR,WIN,3,57.0,1
WAT2WEY,VIR,WOK,1,14.0,1
WAT2WEY,VIR,WOO,14,143.0,1
WAT2WEY,VIR,WRM,13,137.0,1
WAT2WEY,VXH,BCU,6,91.0,1
WAT2WEY,VXH,BMH,10,115.0,1
WAT2WEY,VXH,BSK,2,39.0,1
WAT2WEY,VXH,CHR,8,106.0,1
WAT2WEY,VXH,DCH,17,163.0,1
WAT2WEY,VXH,HAM,12,133.0,1
WAT2WEY,VXH,HOL,13,138.0,1
WAT2WEY,VXH,MTN,16,156.0,1
WAT2WEY,VXH,NWM,7,98.0,1
WAT2WEY,VXH,POK,9,110.0,1
WAT2WEY,VXH,POO,11,128.0,1
WAT2WEY,VXH,SOA,4,65.0,1
WAT2WEY,VXH,SOU,5,74.0,1
WAT2WEY,VXH,UPW,18,171.0,1
WAT2WEY,VXH,WEY,19,178.0,1
WAT2WEY,VXH,WIN,3,56.0,1
WAT2WEY,VXH,WOO,15,150.0,1
WAT2WEY,VXH,WRM,14,142.0,1
WAT2WEY,WAL,BCU,14,74.0,1
WAT2WEY,WAL,BFN,2,3.0,1
WAT2WEY,WAL,BKO,5,7.0,1
WAT2WEY,WAL,BMH,15,96.0,1
WAT2WEY,WAL,BSK,10,22.0,1
WAT2WEY,WAL,BSM,16,103.0,1
WAT2WEY,WAL,DCH,24,145.0,1
WAT2WEY,WAL,FLE,7,14.0,1
WAT2WEY,WAL,FNB,6,11.0,1
WAT2WEY,WAL,HAM,19,116.0,1
WAT2WEY,WAL,HOK,9,19.0,1
WAT2WEY,WAL,HOL,20,121.0,1
WAT2WEY,WAL,MTN,23,138.0,1
WAT2WEY,WAL,PKS,17,106.0,1
WAT2WEY,WAL,POO,18,111.0,1
WAT2WEY,WAL,SOA,12,48.0,1
WAT2WEY,WAL,UPW,25,153.0,1
WAT2WEY,WAL,WBY,3,4.0,1
WAT2WEY,WAL,WEY,26,157.0,1
WAT2WEY,WAL,WIN,11,39.0,1
WAT2WEY,WAL,WNF,8,16.0,1
WAT2WEY,WAL,WOK,4,5.0,1
WAT2WEY,WAL,WOO,22,132.0,1
WAT2WEY,WAL,WRM,21,125.0,1
WAT2WEY,WAL,WYB,1,2.0,1
WAT2WEY,WAT,ANF,10,99.0,1195
WAT2WEY,WAT,BCU,6,93.0,28385
WAT2WEY,WAT,BEU,11,103.0,969
WAT2WEY,WAT,BFN,7,23.0,1
WAT2WEY,WAT,BKO,3,27.0,4
WAT2WEY,WAT,BMH,7,111.0,31609
WAT2WEY,WAT,BSK,2,43.0,20082
WAT2WEY,WAT,BSM,7,115.0,23214
WAT2WEY,WAT,CHR,8,108.0,10646
WAT2WEY,WAT,CLJ,1,7.0,349
WAT2WEY,WAT,DCH,15,158.0,31751
WAT2WEY,WAT,EFF,2,32.0,1
WAT2WEY,WAT,ESH,3,18.0,1
WAT2WEY,WAT,ESL,6,75.0,3172
WAT2WEY,WAT,FLE,4,37.0,10
WAT2WEY,WAT,FNB,3,35.0,70
WAT2WEY,WAT,FRM,5,102.0,1053
WAT2WEY,WAT,GLD,3,39.0,1091
WAT2WEY,WAT,HAM,11,130.0,31751
WAT2WEY,WAT,HAV,4,83.0,1070
WAT2WEY,WAT,HER,4,19.0,1
WAT2WEY,WAT,HNA,14,122.0,2347
WAT2WEY,WAT,HOK,7,39.0,5
WAT2WEY,WAT,HOL,13,138.0,13247
WAT2WEY,WAT,HSL,3,61.0,3
WAT2WEY,WAT,MBK,7,80.0,9
WAT2WEY,WAT,MIC,6,63.0,173
WAT2WEY,WAT,MTN,16,156.0,20540
WAT2WEY,WAT,NWM,7,101.0,12633
WAT2WEY,WAT,PKS,8,118.0,23215
WAT2WEY,WAT,POK,9,112.0,10627
WAT2WEY,WAT,POO,10,124.0,31751
WAT2WEY,WAT,PTR,4,73.0,2
WAT2WEY,WAT,RDB,9,84.0,13
WAT2WEY,WAT,SDN,9,81.0,18
WAT2WEY,WAT,SHW,6,70.5,1840
WAT2WEY,WAT,SNS,2,26.0,3
WAT2WEY,WAT,SOA,4,68.0,30701
WAT2WEY,WAT,SOU,5,76.0,31672
WAT2WEY,WAT,SUR,3,20.0,137
WAT2WEY,WAT,SWG,8,74.5,22
WAT2WEY,WAT,SWY,12,113.0,2343
WAT2WEY,WAT,TTN,9,94.0,2842
WAT2WEY,WAT,UPW,18,170.0,20608
WAT2WEY,WAT,VIR,2,39.0,1
WAT2WEY,WAT,VXH,1,3.0,1
WAT2WEY,WAT,WAL,5,20.0,1
WAT2WEY,WAT,WBY,8,24.0,1
WAT2WEY,WAT,WEY,17,171.0,31751
WAT2WEY,WAT,WIM,2,13.0,1046
WAT2WEY,WAT,WIN,3,59.0,30687
WAT2WEY,WAT,WNF,6,36.5,4
WAT2WEY,WAT,WOK,1,23.0,16921
WAT2WEY,WAT,WOO,14,149.0,25254
WAT2WEY,WAT,WRM,13,138.0,31751
WAT2WEY,WAT,WYB,4,22.0,2
WAT2WEY,WBY,BCU,11,70.0,1
WAT2WEY,WBY,BKO,2,3.0,1
WAT2WEY,WBY,BMH,12,92.0,1
WAT2WEY,WBY,BSK,7,18.0,1
WAT2WEY,WBY,BSM,13,99.0,1
WAT2WEY,WBY,DCH,21,141.0,1
WAT2WEY,WBY,FLE,4,10.0,1
WAT2WEY,WBY,FNB,3,7.0,1
WAT2WEY,WBY,HAM,16,112.0,1
WAT2WEY,WBY,HOK,6,15.0,1
WAT2WEY,WBY,HOL,17,117.0,1
WAT2WEY,WBY,MTN,20,134.0,1
WAT2WEY,WBY,PKS,14,102.0,1
WAT2WEY,WBY,POO,15,107.0,1
WAT2WEY,WBY,SOA,9,44.0,1
WAT2WEY,WBY,UPW,22,149.0,1
WAT2WEY,WBY,WEY,23,153.0,1
WAT2WEY,WBY,WIN,8,35.0,1
WAT2WEY,WBY,WNF,5,12.0,1
WAT2WEY,WBY,WOK,1,1.0,1
WAT2WEY,WBY,WOO,19,128.0,1
WAT2WEY,WBY,WRM,18,121.0,1
WAT2WEY,WIM,ANF,6,75.0,10
WAT2WEY,WIM,BCU,9,95.0,1146
WAT2WEY,WIM,BMH,15,121.0,1141
WAT2WEY,WIM,BSK,2,37.0,1066
WAT2WEY,WIM,BSM,16,128.0,1145
WAT2WEY,WIM,CHR,13,113.0,1041
WAT2WEY,WIM,DCH,24,169.0,1146
WAT2WEY,WIM,ESL,5,65.0,1035
WAT2WEY,WIM,FNB,3,31.0,1
WAT2WEY,WIM,FRM,4,91.0,5
WAT2WEY,WIM,GLD,2,33.0,6
WAT2WEY,WIM,HAM,19,140.0,1146
WAT2WEY,WIM,HAV,4,78.0,7
WAT2WEY,WIM,HNA,12,109.0,1040
WAT2WEY,WIM,HOL,20,144.0,912
WAT2WEY,WIM,MBK,10,80.0,1
WAT2WEY,WIM,MIC,4,51.0,126
WAT2WEY,WIM,MTN,23,162.0,1136
WAT2WEY,WIM,NWM,11,104.0,1070
WAT2WEY,WIM,PKS,17,131.0,1145
